,UniqueID,IndicatorID,Name,Measure,MeasureInfo,GeoTypeName,GeoJoinID,GeoPlaceName,Year,Season,Start_Date,DataValue,Total Noise Complaints,21 Collection Truck Noise,Banging/Pounding,Engine Idling,Noise:  lawn care equipment (NCL),"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)","Noise: Air Condition/Ventilation Equip, Residential (NJ1)",Noise: Construction Before/After Hours (NM1),Noise: Construction Equipment (NC1),Noise: Jack Hammering (NC2),Noise: Manufacturing Noise (NK1),Noise: Private Carting Noise (NQ1),Noise: Vehicle (NR2),Noise: air condition/ventilation equipment (NV1),Other,BoroCD,Population_19,MedHHIncome_19
21,336896,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2015,Summer,06/01/2015,6.59,271,1.0,119.0,38.0,8.0,,,64.0,12.0,6.0,,1.0,,20.0,2.0,503.0,164601,100602.5
22,338307,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2015,Summer,06/01/2015,34.09,271,1.0,119.0,38.0,8.0,,,64.0,12.0,6.0,,1.0,,20.0,2.0,503.0,164601,100602.5
23,334359,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2015,Winter,12/01/2014,8.06,170,1.0,81.0,18.0,1.0,,,49.0,11.0,,,1.0,,7.0,1.0,503.0,164601,100602.5
24,336897,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2015,Winter,12/01/2014,18.2,170,1.0,81.0,18.0,1.0,,,49.0,11.0,,,1.0,,7.0,1.0,503.0,164601,100602.5
25,337884,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2015,Winter,12/01/2014,0.21,170,1.0,81.0,18.0,1.0,,,49.0,11.0,,,1.0,,7.0,1.0,503.0,164601,100602.5
26,411140,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2016,Winter,12/01/2015,7.17,254,,120.0,33.0,7.0,,,55.0,16.0,3.0,2.0,4.0,,12.0,2.0,503.0,164601,100602.5
27,412832,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Winter,12/01/2015,16.56,254,,120.0,33.0,7.0,,,55.0,16.0,3.0,2.0,4.0,,12.0,2.0,503.0,164601,100602.5
28,405361,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Winter,12/01/2015,0.11,254,,120.0,33.0,7.0,,,55.0,16.0,3.0,2.0,4.0,,12.0,2.0,503.0,164601,100602.5
29,168629,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,8.63,140,,39.0,25.0,5.0,,,26.0,30.0,2.0,1.0,3.0,,9.0,,503.0,164601,100602.5
30,165974,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,15.98,140,,39.0,25.0,5.0,,,26.0,30.0,2.0,1.0,3.0,,9.0,,503.0,164601,100602.5
31,165089,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,0.64,140,,39.0,25.0,5.0,,,26.0,30.0,2.0,1.0,3.0,,9.0,,503.0,164601,100602.5
32,169514,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,9.8,182,,47.0,38.0,13.0,,,43.0,27.0,6.0,,1.0,,6.0,1.0,503.0,164601,100602.5
33,166859,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,8.03,182,,47.0,38.0,13.0,,,43.0,27.0,6.0,,1.0,,6.0,1.0,503.0,164601,100602.5
34,216629,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,35.26,182,,47.0,38.0,13.0,,,43.0,27.0,6.0,,1.0,,6.0,1.0,503.0,164601,100602.5
35,411141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,7.54,314,2.0,130.0,44.0,7.0,,,81.0,20.0,4.0,1.0,11.0,,13.0,1.0,503.0,164601,100602.5
36,412833,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,6.6,314,2.0,130.0,44.0,7.0,,,81.0,20.0,4.0,1.0,11.0,,13.0,1.0,503.0,164601,100602.5
37,412129,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,36.19,314,2.0,130.0,44.0,7.0,,,81.0,20.0,4.0,1.0,11.0,,13.0,1.0,503.0,164601,100602.5
38,547773,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,7.91,497,,222.0,18.0,11.0,,,74.0,26.0,4.0,,2.0,,135.0,5.0,503.0,164601,100602.5
39,550165,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,7.76,497,,222.0,18.0,11.0,,,74.0,26.0,4.0,,2.0,,135.0,5.0,503.0,164601,100602.5
40,549462,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,28.81,497,,222.0,18.0,11.0,,,74.0,26.0,4.0,,2.0,,135.0,5.0,503.0,164601,100602.5
41,606070,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2018,Winter,12/01/2017,7.58,355,4.0,157.0,35.0,8.0,,,93.0,35.0,1.0,4.0,2.0,,15.0,1.0,503.0,164601,100602.5
42,603109,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2018,Winter,12/01/2017,17.21,355,4.0,157.0,35.0,8.0,,,93.0,35.0,1.0,4.0,2.0,,15.0,1.0,503.0,164601,100602.5
43,169455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,10.99,115,1.0,31.0,28.0,,12.0,7.0,13.0,16.0,5.0,,2.0,,,,503.0,164601,100602.5
44,166800,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,8.32,115,1.0,31.0,28.0,,12.0,7.0,13.0,16.0,5.0,,2.0,,,,503.0,164601,100602.5
45,216628,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,35.94,115,1.0,31.0,28.0,,12.0,7.0,13.0,16.0,5.0,,2.0,,,,503.0,164601,100602.5
46,213812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,11.58,164,3.0,82.0,8.0,4.0,,,49.0,5.0,3.0,,2.0,,8.0,,503.0,164601,100602.5
47,213281,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,20.56,164,3.0,82.0,8.0,4.0,,,49.0,5.0,3.0,,2.0,,8.0,,503.0,164601,100602.5
48,213104,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,0.72,164,3.0,82.0,8.0,4.0,,,49.0,5.0,3.0,,2.0,,8.0,,503.0,164601,100602.5
49,213989,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,7.59,198,,72.0,28.0,8.0,,,54.0,18.0,1.0,,,,10.0,7.0,503.0,164601,100602.5
50,213458,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,7.32,198,,72.0,28.0,8.0,,,54.0,18.0,1.0,,,,10.0,7.0,503.0,164601,100602.5
51,216631,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,31.89,198,,72.0,28.0,8.0,,,54.0,18.0,1.0,,,,10.0,7.0,503.0,164601,100602.5
52,606066,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,7.62,447,1.0,298.0,15.0,8.0,,,87.0,18.0,5.0,,,,15.0,,502.0,137721,85050.0
53,603105,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,8.19,447,1.0,298.0,15.0,8.0,,,87.0,18.0,5.0,,,,15.0,,502.0,137721,85050.0
54,605364,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,30.0,447,1.0,298.0,15.0,8.0,,,87.0,18.0,5.0,,,,15.0,,502.0,137721,85050.0
55,606067,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2018,Winter,12/01/2017,7.87,373,1.0,211.0,24.0,4.0,,,99.0,16.0,4.0,,5.0,,7.0,2.0,502.0,137721,85050.0
56,603106,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Winter,12/01/2017,18.74,373,1.0,211.0,24.0,4.0,,,99.0,16.0,4.0,,5.0,,7.0,2.0,502.0,137721,85050.0
57,168628,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,8.22,147,,76.0,27.0,6.0,,1.0,15.0,13.0,,1.0,,,5.0,3.0,502.0,137721,85050.0
58,165973,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,17.7,147,,76.0,27.0,6.0,,1.0,15.0,13.0,,1.0,,,5.0,3.0,502.0,137721,85050.0
59,165088,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,0.84,147,,76.0,27.0,6.0,,1.0,15.0,13.0,,1.0,,,5.0,3.0,502.0,137721,85050.0
60,168687,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,9.76,162,3.0,64.0,22.0,3.0,,,37.0,6.0,9.0,1.0,1.0,,15.0,1.0,502.0,137721,85050.0
61,166032,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,19.14,162,3.0,64.0,22.0,3.0,,,37.0,6.0,9.0,1.0,1.0,,15.0,1.0,502.0,137721,85050.0
62,165147,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,0.44,162,3.0,64.0,22.0,3.0,,,37.0,6.0,9.0,1.0,1.0,,15.0,1.0,502.0,137721,85050.0
63,169395,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,11.51,151,1.0,55.0,26.0,,4.0,6.0,33.0,15.0,7.0,,4.0,,,,502.0,137721,85050.0
64,166740,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,11.99,151,1.0,55.0,26.0,,4.0,6.0,33.0,15.0,7.0,,4.0,,,,502.0,137721,85050.0
65,216621,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,35.18,151,1.0,55.0,26.0,,4.0,6.0,33.0,15.0,7.0,,4.0,,,,502.0,137721,85050.0
66,213811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,11.85,234,2.0,116.0,15.0,5.0,,,70.0,12.0,3.0,,5.0,,6.0,,502.0,137721,85050.0
67,213280,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,21.46,234,2.0,116.0,15.0,5.0,,,70.0,12.0,3.0,,5.0,,6.0,,502.0,137721,85050.0
68,213103,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,0.86,234,2.0,116.0,15.0,5.0,,,70.0,12.0,3.0,,5.0,,6.0,,502.0,137721,85050.0
69,213988,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,7.93,279,1.0,124.0,33.0,12.0,,,68.0,19.0,1.0,2.0,6.0,,10.0,3.0,502.0,137721,85050.0
70,213457,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,9.15,279,1.0,124.0,33.0,12.0,,,68.0,19.0,1.0,2.0,6.0,,10.0,3.0,502.0,137721,85050.0
71,216625,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,31.61,279,1.0,124.0,33.0,12.0,,,68.0,19.0,1.0,2.0,6.0,,10.0,3.0,502.0,137721,85050.0
72,411137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,7.49,423,2.0,225.0,20.0,5.0,,,95.0,30.0,4.0,,11.0,,28.0,3.0,502.0,137721,85050.0
73,412829,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,17.81,423,2.0,225.0,20.0,5.0,,,95.0,30.0,4.0,,11.0,,28.0,3.0,502.0,137721,85050.0
74,405360,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,0.12,423,2.0,225.0,20.0,5.0,,,95.0,30.0,4.0,,11.0,,28.0,3.0,502.0,137721,85050.0
75,334356,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,8.51,328,,213.0,22.0,6.0,,,53.0,17.0,2.0,,6.0,,9.0,,502.0,137721,85050.0
76,336894,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,19.58,328,,213.0,22.0,6.0,,,53.0,17.0,2.0,,6.0,,9.0,,502.0,137721,85050.0
77,337883,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,0.29,328,,213.0,22.0,6.0,,,53.0,17.0,2.0,,6.0,,9.0,,502.0,137721,85050.0
78,411138,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,7.92,405,,211.0,31.0,6.0,,,100.0,20.0,4.0,1.0,13.0,,19.0,,502.0,137721,85050.0
79,412830,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,9.26,405,,211.0,31.0,6.0,,,100.0,20.0,4.0,1.0,13.0,,19.0,,502.0,137721,85050.0
80,412128,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,35.11,405,,211.0,31.0,6.0,,,100.0,20.0,4.0,1.0,13.0,,19.0,,502.0,137721,85050.0
81,547770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,8.17,429,,228.0,24.0,13.0,,,112.0,36.0,6.0,,1.0,,8.0,1.0,502.0,137721,85050.0
82,550162,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,9.24,429,,228.0,24.0,13.0,,,112.0,36.0,6.0,,1.0,,8.0,1.0,502.0,137721,85050.0
83,549461,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,28.74,429,,228.0,24.0,13.0,,,112.0,36.0,6.0,,1.0,,8.0,1.0,502.0,137721,85050.0
84,168510,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,9.02,108,1.0,59.0,18.0,,5.0,1.0,10.0,9.0,3.0,1.0,1.0,,,,502.0,137721,85050.0
85,165855,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,19.26,108,1.0,59.0,18.0,,5.0,1.0,10.0,9.0,3.0,1.0,1.0,,,,502.0,137721,85050.0
86,164970,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,1.21,108,1.0,59.0,18.0,,5.0,1.0,10.0,9.0,3.0,1.0,1.0,,,,502.0,137721,85050.0
87,334355,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,8.77,378,3.0,174.0,10.0,9.0,,,127.0,27.0,12.0,,8.0,,4.0,4.0,502.0,137721,85050.0
88,336893,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,8.83,378,3.0,174.0,10.0,9.0,,,127.0,27.0,12.0,,8.0,,4.0,4.0,502.0,137721,85050.0
89,338306,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,32.47,378,3.0,174.0,10.0,9.0,,,127.0,27.0,12.0,,8.0,,4.0,4.0,502.0,137721,85050.0
90,547772,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2017,Winter,12/01/2016,7.17,446,2.0,295.0,22.0,6.0,,,91.0,19.0,4.0,1.0,1.0,,4.0,1.0,502.0,137721,85050.0
91,550164,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Winter,12/01/2016,18.41,446,2.0,295.0,22.0,6.0,,,91.0,19.0,4.0,1.0,1.0,,4.0,1.0,502.0,137721,85050.0
92,169454,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,11.15,106,,30.0,11.0,,3.0,6.0,24.0,17.0,8.0,1.0,6.0,,,,502.0,137721,85050.0
93,166799,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,11.89,106,,30.0,11.0,,3.0,6.0,24.0,17.0,8.0,1.0,6.0,,,,502.0,137721,85050.0
94,216622,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,34.07,106,,30.0,11.0,,3.0,6.0,24.0,17.0,8.0,1.0,6.0,,,,502.0,137721,85050.0
95,169513,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,9.97,197,,72.0,19.0,14.0,,,32.0,36.0,4.0,,1.0,,16.0,3.0,502.0,137721,85050.0
96,166858,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,10.74,197,,72.0,19.0,14.0,,,32.0,36.0,4.0,,1.0,,16.0,3.0,502.0,137721,85050.0
97,216623,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,33.7,197,,72.0,19.0,14.0,,,32.0,36.0,4.0,,1.0,,16.0,3.0,502.0,137721,85050.0
98,168569,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,11.65,92,1.0,41.0,15.0,,2.0,4.0,15.0,10.0,2.0,,1.0,,,1.0,502.0,137721,85050.0
99,165914,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,23.17,92,1.0,41.0,15.0,,2.0,4.0,15.0,10.0,2.0,,1.0,,,1.0,502.0,137721,85050.0
100,165029,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,1.82,92,1.0,41.0,15.0,,2.0,4.0,15.0,10.0,2.0,,1.0,,,1.0,502.0,137721,85050.0
101,169572,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2013,Summer,06/01/2013,9.41,230,,104.0,15.0,7.0,,,62.0,13.0,10.0,1.0,5.0,,13.0,,502.0,137721,85050.0
102,166917,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Summer,06/01/2013,9.91,230,,104.0,15.0,7.0,,,62.0,13.0,10.0,1.0,5.0,,13.0,,502.0,137721,85050.0
103,216624,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Summer,06/01/2013,31.28,230,,104.0,15.0,7.0,,,62.0,13.0,10.0,1.0,5.0,,13.0,,502.0,137721,85050.0
