,UniqueID,IndicatorID,Name,Measure,MeasureInfo,GeoTypeName,GeoJoinID,GeoPlaceName,Year,Season,Start_Date,DataValue,Total AQ Complaints,"Air: Dust, Commercial (AE2)","Air: Dust, Construction/Demolition (AE4)","Air: Dust, Other (Use Comments) (AE5)","Air: Dust, Residential (AE1)","Air: Odor, Nail Salon (AD8)","Air: Odor, Sweet From Unknown Source (AZ1)","Air: Odor/Fumes, Dry Cleaners (AD1)","Air: Odor/Fumes, Other (Use Comments) (AD6)","Air: Odor/Fumes, Private Carting (AD4)","Air: Odor/Fumes, Restaurant (AD2)","Air: Odor/Fumes, Vehicle Idling (AD3)","Air: Open Fire, Commercial (AC2)","Air: Open Fire, Construction/Demolition (AC4)","Air: Open Fire, Residential (AC1)",Air: Other Air Problem (Use Comments) (AZZ),"Air: Smoke, Chimney or vent (AS1)","Air: Smoke, Commercial (AA2)","Air: Smoke, Other (Use Comments) (AA5)","Air: Smoke, Residential (AA1)","Air: Smoke, Vehicular (AA4)","Air: Soot, Other (Use Comments) (AB4)",BoroCD,Population_19,MedHHIncome_19
27,412832,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Winter,12/01/2015,16.56,25,,2.0,,,1.0,,,,,,15.0,,,,,4.0,,,,3.0,,503.0,164601,100602.5
28,405361,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Winter,12/01/2015,0.11,25,,2.0,,,1.0,,,,,,15.0,,,,,4.0,,,,3.0,,503.0,164601,100602.5
29,168629,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,8.63,34,,1.0,,,,1.0,,,,,11.0,,,,13.0,1.0,,3.0,3.0,,1.0,503.0,164601,100602.5
30,165974,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,15.98,34,,1.0,,,,1.0,,,,,11.0,,,,13.0,1.0,,3.0,3.0,,1.0,503.0,164601,100602.5
31,165089,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Winter,12/01/2011,0.64,34,,1.0,,,,1.0,,,,,11.0,,,,13.0,1.0,,3.0,3.0,,1.0,503.0,164601,100602.5
32,169514,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,9.8,30,,3.0,,,,,,,,,9.0,,,1.0,12.0,2.0,,1.0,,2.0,,503.0,164601,100602.5
33,166859,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,8.03,30,,3.0,,,,,,,,,9.0,,,1.0,12.0,2.0,,1.0,,2.0,,503.0,164601,100602.5
34,216629,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2012,Summer,06/01/2012,35.26,30,,3.0,,,,,,,,,9.0,,,1.0,12.0,2.0,,1.0,,2.0,,503.0,164601,100602.5
35,411141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,7.54,27,,5.0,,,3.0,,,,,3.0,8.0,,,,2.0,2.0,,,,4.0,,503.0,164601,100602.5
36,412833,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,6.6,27,,5.0,,,3.0,,,,,3.0,8.0,,,,2.0,2.0,,,,4.0,,503.0,164601,100602.5
37,412129,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2016,Summer,05/31/2016,36.19,27,,5.0,,,3.0,,,,,3.0,8.0,,,,2.0,2.0,,,,4.0,,503.0,164601,100602.5
38,547773,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,7.91,160,,5.0,,,,3.0,,,,3.0,13.0,,,,2.0,131.0,,,,3.0,,503.0,164601,100602.5
39,550165,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,7.76,160,,5.0,,,,3.0,,,,3.0,13.0,,,,2.0,131.0,,,,3.0,,503.0,164601,100602.5
40,549462,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2017,Summer,06/01/2017,28.81,160,,5.0,,,,3.0,,,,3.0,13.0,,,,2.0,131.0,,,,3.0,,503.0,164601,100602.5
41,606070,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2018,Winter,12/01/2017,7.58,23,,5.0,,,1.0,,,,,2.0,9.0,,,,2.0,2.0,,,,2.0,,503.0,164601,100602.5
42,603109,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2018,Winter,12/01/2017,17.21,23,,5.0,,,1.0,,,,,2.0,9.0,,,,2.0,2.0,,,,2.0,,503.0,164601,100602.5
43,169455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,10.99,23,,2.0,,,,,,,,1.0,7.0,,,,9.0,,,1.0,3.0,,,503.0,164601,100602.5
44,166800,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,8.32,23,,2.0,,,,,,,,1.0,7.0,,,,9.0,,,1.0,3.0,,,503.0,164601,100602.5
45,216628,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2011,Summer,06/01/2011,35.94,23,,2.0,,,,,,,,1.0,7.0,,,,9.0,,,1.0,3.0,,,503.0,164601,100602.5
46,213812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,11.58,21,,4.0,,,,,,,,1.0,9.0,,,,4.0,3.0,,,,,,503.0,164601,100602.5
47,213281,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,20.56,21,,4.0,,,,,,,,1.0,9.0,,,,4.0,3.0,,,,,,503.0,164601,100602.5
48,213104,383,Sulfur Dioxide (SO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Winter,12/01/2013,0.72,21,,4.0,,,,,,,,1.0,9.0,,,,4.0,3.0,,,,,,503.0,164601,100602.5
49,213989,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,7.59,28,,12.0,,,,,,,,,7.0,,,,2.0,2.0,,,,5.0,,503.0,164601,100602.5
50,213458,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,7.32,28,,12.0,,,,,,,,,7.0,,,,2.0,2.0,,,,5.0,,503.0,164601,100602.5
51,216631,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),2014,Summer,06/01/2014,31.89,28,,12.0,,,,,,,,,7.0,,,,2.0,2.0,,,,5.0,,503.0,164601,100602.5
52,606066,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,7.62,16,,3.0,,,1.0,,,,,1.0,7.0,,,,,2.0,,,,2.0,,502.0,137721,85050.0
53,603105,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,8.19,16,,3.0,,,1.0,,,,,1.0,7.0,,,,,2.0,,,,2.0,,502.0,137721,85050.0
54,605364,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Summer,06/01/2018,30.0,16,,3.0,,,1.0,,,,,1.0,7.0,,,,,2.0,,,,2.0,,502.0,137721,85050.0
55,606067,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2018,Winter,12/01/2017,7.87,19,,3.0,,,,,,,,1.0,11.0,,,,1.0,,,,,3.0,,502.0,137721,85050.0
56,603106,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2018,Winter,12/01/2017,18.74,19,,3.0,,,,,,,,1.0,11.0,,,,1.0,,,,,3.0,,502.0,137721,85050.0
57,168628,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,8.22,41,,2.0,,,,,,,,1.0,26.0,,,,6.0,,,3.0,1.0,2.0,,502.0,137721,85050.0
58,165973,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,17.7,41,,2.0,,,,,,,,1.0,26.0,,,,6.0,,,3.0,1.0,2.0,,502.0,137721,85050.0
59,165088,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Winter,12/01/2011,0.84,41,,2.0,,,,,,,,1.0,26.0,,,,6.0,,,3.0,1.0,2.0,,502.0,137721,85050.0
60,168687,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,9.76,23,,4.0,,,,1.0,,,,,10.0,,,,1.0,3.0,,,,4.0,,502.0,137721,85050.0
61,166032,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,19.14,23,,4.0,,,,1.0,,,,,10.0,,,,1.0,3.0,,,,4.0,,502.0,137721,85050.0
62,165147,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2013,Winter,12/01/2012,0.44,23,,4.0,,,,1.0,,,,,10.0,,,,1.0,3.0,,,,4.0,,502.0,137721,85050.0
63,169395,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,11.51,30,2.0,6.0,,,,,,,,3.0,13.0,,,,4.0,,2.0,,,,,502.0,137721,85050.0
64,166740,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,11.99,30,2.0,6.0,,,,,,,,3.0,13.0,,,,4.0,,2.0,,,,,502.0,137721,85050.0
65,216621,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Summer,06/01/2010,35.18,30,2.0,6.0,,,,,,,,3.0,13.0,,,,4.0,,2.0,,,,,502.0,137721,85050.0
66,213811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,11.85,30,,6.0,,,1.0,,,,,3.0,10.0,,,,7.0,1.0,,,,2.0,,502.0,137721,85050.0
67,213280,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,21.46,30,,6.0,,,1.0,,,,,3.0,10.0,,,,7.0,1.0,,,,2.0,,502.0,137721,85050.0
68,213103,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Winter,12/01/2013,0.86,30,,6.0,,,1.0,,,,,3.0,10.0,,,,7.0,1.0,,,,2.0,,502.0,137721,85050.0
69,213988,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,7.93,31,,7.0,,,,,,,,1.0,11.0,,,,6.0,4.0,,,,2.0,,502.0,137721,85050.0
70,213457,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,9.15,31,,7.0,,,,,,,,1.0,11.0,,,,6.0,4.0,,,,2.0,,502.0,137721,85050.0
71,216625,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2014,Summer,06/01/2014,31.61,31,,7.0,,,,,,,,1.0,11.0,,,,6.0,4.0,,,,2.0,,502.0,137721,85050.0
72,411137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,7.49,29,,9.0,,,,,,,,1.0,9.0,,,,4.0,5.0,,,,1.0,,502.0,137721,85050.0
73,412829,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,17.81,29,,9.0,,,,,,,,1.0,9.0,,,,4.0,5.0,,,,1.0,,502.0,137721,85050.0
74,405360,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Winter,12/01/2015,0.12,29,,9.0,,,,,,,,1.0,9.0,,,,4.0,5.0,,,,1.0,,502.0,137721,85050.0
75,334356,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,8.51,20,,4.0,,,,,,,,3.0,5.0,,,,2.0,2.0,,,,4.0,,502.0,137721,85050.0
76,336894,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,19.58,20,,4.0,,,,,,,,3.0,5.0,,,,2.0,2.0,,,,4.0,,502.0,137721,85050.0
77,337883,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Winter,12/01/2014,0.29,20,,4.0,,,,,,,,3.0,5.0,,,,2.0,2.0,,,,4.0,,502.0,137721,85050.0
78,411138,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,7.92,32,,17.0,,,,,,,,4.0,5.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
79,412830,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,9.26,32,,17.0,,,,,,,,4.0,5.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
80,412128,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2016,Summer,05/31/2016,35.11,32,,17.0,,,,,,,,4.0,5.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
81,547770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,8.17,27,,11.0,,,1.0,,,,,2.0,7.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
82,550162,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,9.24,27,,11.0,,,1.0,,,,,2.0,7.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
83,549461,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Summer,06/01/2017,28.74,27,,11.0,,,1.0,,,,,2.0,7.0,,,,3.0,1.0,,,,2.0,,502.0,137721,85050.0
84,168510,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,9.02,18,1.0,3.0,,1.0,,,,,1.0,,8.0,,,,1.0,,,1.0,2.0,,,502.0,137721,85050.0
85,165855,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,19.26,18,1.0,3.0,,1.0,,,,,1.0,,8.0,,,,1.0,,,1.0,2.0,,,502.0,137721,85050.0
86,164970,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2010,Winter,12/01/2009,1.21,18,1.0,3.0,,1.0,,,,,1.0,,8.0,,,,1.0,,,1.0,2.0,,,502.0,137721,85050.0
87,334355,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,8.77,25,,8.0,,,,,1.0,,,1.0,9.0,,,,5.0,1.0,,,,,,502.0,137721,85050.0
88,336893,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,8.83,25,,8.0,,,,,1.0,,,1.0,9.0,,,,5.0,1.0,,,,,,502.0,137721,85050.0
89,338306,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2015,Summer,06/01/2015,32.47,25,,8.0,,,,,1.0,,,1.0,9.0,,,,5.0,1.0,,,,,,502.0,137721,85050.0
90,547772,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2017,Winter,12/01/2016,7.17,18,,9.0,,,,,,,,1.0,2.0,,,,1.0,1.0,,,,4.0,,502.0,137721,85050.0
91,550164,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2017,Winter,12/01/2016,18.41,18,,9.0,,,,,,,,1.0,2.0,,,,1.0,1.0,,,,4.0,,502.0,137721,85050.0
92,169454,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,11.15,30,1.0,3.0,,1.0,,,1.0,,,1.0,11.0,,1.0,1.0,6.0,,,,4.0,,,502.0,137721,85050.0
93,166799,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,11.89,30,1.0,3.0,,1.0,,,1.0,,,1.0,11.0,,1.0,1.0,6.0,,,,4.0,,,502.0,137721,85050.0
94,216622,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Summer,06/01/2011,34.07,30,1.0,3.0,,1.0,,,1.0,,,1.0,11.0,,1.0,1.0,6.0,,,,4.0,,,502.0,137721,85050.0
95,169513,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,9.97,28,,3.0,,,,,,,,2.0,9.0,,,1.0,8.0,3.0,,2.0,,,,502.0,137721,85050.0
96,166858,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,10.74,28,,3.0,,,,,,,,2.0,9.0,,,1.0,8.0,3.0,,2.0,,,,502.0,137721,85050.0
97,216623,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2012,Summer,06/01/2012,33.7,28,,3.0,,,,,,,,2.0,9.0,,,1.0,8.0,3.0,,2.0,,,,502.0,137721,85050.0
98,168569,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,11.65,19,1.0,2.0,,,,,,,,1.0,5.0,,,,3.0,,,1.0,5.0,,1.0,502.0,137721,85050.0
99,165914,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,23.17,19,1.0,2.0,,,,,,,,1.0,5.0,,,,3.0,,,1.0,5.0,,1.0,502.0,137721,85050.0
100,165029,383,Sulfur Dioxide (SO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),2011,Winter,12/01/2010,1.82,19,1.0,2.0,,,,,,,,1.0,5.0,,,,3.0,,,1.0,5.0,,1.0,502.0,137721,85050.0
101,169572,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),2013,Summer,06/01/2013,9.41,28,,4.0,,,,,,,,2.0,8.0,,,,8.0,2.0,,,,4.0,,502.0,137721,85050.0
